filerange 60718 60845
rangestart 60718 60845

// Subtitles
// 60719	We've lost Karan.  Fleet Command is gone.  Emergency biotech teams are working to keep her alive.
60719	我々はカランを失いました。 艦隊司令官がいません。 緊急時の生体工学班が彼女を生かし続けるよう尽力しています。
// 60720	The collision asteroid must have served its purpose as a delay tactic.  There is a large number of Taiidan ships located here.
60720	衝突した小惑星は時間稼ぎとしての目的を果たしたに違いありません。 多数のタイダーン艦がここに位置しています。
// 60721	The collision asteroid must have served its purpose as a delay tactic.  There is a large number of Kushan ships located here.
60721	The collision asteroid must have served its purpose as a delay tactic.  There is a large number of Kushan ships located here.
// 60722	A Mothership-class vessel is among them.
60722	マザーシップ級艦艇がその中にあります。
// 60723	All of these forces must be destroyed.  Good luck.
60723	All of these forces must be destroyed.  Good luck.
// 60724	Enemy reinforcements emerging from hyperspace.
60724	敵の増援がハイパースペースから現れました。
// 60725	Another fleet is coming out of Hyperspace right on top of us.  We are being overwhelmed!
60725	我々のすぐ上にさらなる艦隊がハイパースペースから出てきました。 我々は圧倒されています！
// 60726	This is Captain Elson.  We have been battling reinforcement fleets to get here and have lost many ships already.
60726	こちらはエルソン艦長だ。 我々はここに着くまでの間に増援艦隊と戦っており、すでに多くの船を失っている。
// 60727	The Emperor's flagship is here.  Together we can defeat him and the Taiidan fleet.  I am placing squadrons Cor and Jasah under your command.
60727	皇帝の旗艦はここにいる。 我々と一緒ならば皇帝とタイダーン艦隊を破ることができる。 私はCorとJasahの小艦隊をあなた達の指揮下に委託する。
// 60728	The Emperor's flagship is here.  Together we can defeat him and the Kushan fleet.  I am placing squadrons Cor and Jasah under your command.
60728	The Emperor's flagship is here.  Together we can defeat him and the Kushan fleet.  I am placing squadrons Cor and Jasah under your command.
// 60729	Here is the Emperor's flagship.  It must be destroyed.
60729	ここに皇帝の旗艦がいます。 それは破壊されなければなりません。
// 60730	...Fleet Command back online.  The Emperor is gone.
60730	――艦隊司令官はオンラインに戻りました。 皇帝は死にました。
// 60731	We have brought the Council.  This war is over.
60731	我々は評議会を招来した。 この戦争は終わる。
// 60732	Taiidan Empire
60732	タイダーン帝国
// 60733	Captain Elson's Fleet
60733	エルソン艦隊
// 60844	The Taiidan have disabled Fleet Command and are attacking with a massive force.  Destroy all Taiidan forces in the area.
60844	タイダーンは艦隊司令官を無力化し、大規模な部隊で攻撃してきます。 この領域にいる全てのタイダーン部隊を破壊してください。
// 60845	The Taiidan Emperor himself has arrived to lead the attack on our fleet.  Destroy his flagship and put an end to this.
60845	タイダーン皇帝が、我々の艦隊への攻撃を自ら指揮するために到着しました。 彼の旗艦を破壊して、この戦いに終止符を打ってください。
// 60718	Enemy Mothership
60718	敵マザーシップ

rangeend
