filerange 60614 60835
rangestart 60614 60835

// Subtitles
// 60614	Hyperspace jump successful.  We have cleared the Outer Rim dust bank.
60614	ハイパースペースジャンプは成功しました。 私達は塵の蓄積地帯の外縁を通過しました。
// 60615	The supernova is two hundred and fifteen light years away.  It is emitting intense radiation.
60615	超新星は215光年離れています。 それは強烈な放射線を発しています
// 60616	Strike Craft are especially vulnerable to this radiation.  Capital ships will be the most effective due to their heavy armor.
60616	ストライククラフトはこの放射線に対してとりわけ脆弱です。 キャピタルシップは重装甲のため最も耐久性が高いでしょう。
// 60617	The Research Station is located here.  Assemble a heavy strike force and destroy it.
60617	研究基地はここに位置しています。 重武装の攻撃部隊を編成し、これを破壊してください。
// 60618	Radiation is much heavier than we expected.  Sensors indicate that asteroids may have shielding properties.
60618	放射線は我々の見込みよりもはるかに激しいです。 センサーは、これらのアステロイド群が遮蔽性を発揮することができると示しています。
// 60619	We recommend using the asteroid pockets for protection.
60619	部隊を守るためにアステロイド地帯を利用するよう進言します。
// 60620	The radiation is disrupting our normal resource collecting operations.  Deploy a Resource Controller in the shielded asteroid pockets.
60620	The radiation is disrupting our normal resource collecting operations.  Deploy a Resource Controller in the shielded asteroid pockets.
// 60621	Research Division reports it is now equipped for Proximity Sensor technology.  We advise commencing research immediately.
60621	研究部門はプロキシミティセンサー(ProximitySensor)テクノロジーに対する準備が整っていると報告しています。 我々はすぐに研究を開始するよう進言します。
// 60622	The enemy is using mines.  Research Division reports it can produce a Corvette-class minelaying ship.  We advise commencing research immediately.
60622	敵は機雷を使っています。 研究部門はコルベット級機雷敷設艦(Corvette-classMinelayingShip)を生産することが可能だと報告しています。 我々はすぐに研究を開始するよう進言します。
// 60623	We must destroy the garrison protecting the station.  Enemy units cannot be allowed to escape or they may alert the Empire to our presence.
60623	我々は基地を守備している駐屯部隊を破壊しなければなりません。 敵部隊が脱出するか、または我々の存在について帝国に警告されることを許すわけにはいきません。
// 60624	We are picking up a quantum wave effect.  A Taiidan Carrier is loading ships and powering up.  It must be destroyed before it can hyperspace.
60624	我々は量子波を検知しました。 タイダーンのキャリアーが船を載せ、出力を上げ始めています。 ハイパースペースが可能となる前に破壊しなくてはなりません。
// 60625	We are picking up a quantum wave effect.  A Kushan Carrier is loading ships and powering up.  It must be destroyed before it can hyperspace.
60625	We are picking up a quantum wave effect.  A Kushan Carrier is loading ships and powering up.  It must be destroyed before it can hyperspace.
// 60626	Enemy base and fleet destroyed.  Hyperspace drives online.
60626	敵の基地と艦隊は破壊されました。 ハイパースペースドライブはオンライン。
// 60627	Taiidan Empire
60627	タイダーン帝国
// 60781	Radiation is much heavier than we expected.  Sensors indicate that these veins of space dust may have shielding properties. We recommend using the veins for protection.
60781	放射線は我々の見込みよりもはるかに激しいです。 センサーは、これら宇宙塵の葉脈地帯が遮蔽性を発揮することができると示しています。 部隊を守るために葉脈地帯を利用するよう進言します。
// 60833	We are in range of our target.  The loss of the research station will be a major blow to the Taiidan Empire.  Destroy it.
60833	我々は目標への到達距離にいます。 研究基地の喪失は、タイダーン帝国にとって大きな痛手となるでしょう。 これを破壊してください。
// 60834	The station is heavily guarded by a Taiidan garrison.  Destroy them.  Do not let any ships warn the Taiidan of our presence.
60834	基地はタイダーン駐屯部隊により厳重に守られています。 これを破壊してください。 いずれかの船が我々の存在をタイダーンに警告しないようにしてください。
// 60835	The Taiidan carrier is attempting to hyperspace out of the system.  We can not allow this.  Destroy the carrier before it escapes.
60835	タイダーンキャリアーがハイパースペースでこの星系から出ようとしています。 これを許すわけにはいきません。 脱出される前にキャリアーを破壊してください。
// 60628	Research Station
60628	研究基地
// 60629	Escaping Carrier
60629	脱出するキャリアー

rangeend
