filerange 60401 60813
rangestart 60401 60813

// Subtitles
// 60401	We made it. Hyperspace jump complete!  All systems nominal, and the quantum wave effect has dissipated.
60401	私達は成功しました。ハイパースペースジャンプは成功です！ 全てのシステムは予定通りであり、量子波効果は消失しました。
// 60402	We have mis-jumped.  The support ship is not here.  Fleet Command will signal the Khar-Selim while we confirm our current position.
60402	我々はジャンプを誤りました。 支援船がここにはありません。 我々が現在位置を確認する間に、艦隊司令官はカー・セリム(Khar-Selim)に信号を送って下さい。
// 60403	This is the Mothership calling Support Vessel Khar-Selim.  Come in, please.  We have mis-jumped and are requesting your beacon. . . This is the Mothership calling Support Vessel Khar-Selim.  Please respond. . .
60403	こちらはマザーシップ、支援船カー・セリム(Khar-Selim)に呼びかけています。 応答して下さい。 私達はジャンプを誤り、貴艦のビーコンを求めています……こちらはマザーシップ、支援船カー・セリムに呼びかけています。 応答して下さい……
// 60404	Priority Alert.  We have picked up the Khar-Selim's automated beacon.
60404	優先警告。 我々はカー・セリム(Khar-Selim)の自動ビーコンを検出しました。
// 60405	Send a probe to make contact and re-establish communications.
60405	通信を再確立し交信するために、プローブ(Probe)を送って下さい。
// 60406	The Khar-Selim has been destroyed.  Heavy weapon damage is visible on the remaining fragment.  A Salvage Corvette must be sent to retrieve the mission data recorder.
60406	カー・セリム(Khar-Selim)は破壊されました。 残された残骸から重火器によるダメージであることは明らかです。 ミッションデータレコーダーを回収するためにサルベージコルベット(SalvageCorvette)を送らなければなりません。
// 60407	They're attacking?!. . . The Mothership is under attack!!
60407	彼らは襲ってきている！？ マザーシップは攻撃を受けています！！
// 60408	Engage incoming units.  The Mothership must be defended.
60408	向かってくる船と交戦して下さい。 マザーシップを防衛する必要があります。
// 60409	Hostile units destroyed.  Threat eliminated.
60409	敵対的な船を破壊しました。 脅威は排除されました。
// 60410	Mothership sustained minor hull damage.  Repairs are underway.
60410	マザーシップは軽微な被害を受けました。 修理を進めています。
// 60411	Priority Alert!  Additional hostile units detected on an intercept course with the Khar-Selim.
60411	優先警告！ カー・セリム(Khar-Selim)を補足するコースに、さらなる敵対的な船を発見しました。
// 60412	Protection of the Salvage team is a primary Objective.  It must return to Mothership with the mission recorder.  We need that data.
60412	サルベージチームの保護が最優先目的です。 ミッションレコーダと共にマザーシップへ帰還しなくてはなりません。 我々はそのデータを必要としています。
// 60413	Salvage Corvette has been destroyed.  Use an escort force to guard next team.  We need those records.
60413	サルベージコルベット(SalvageCorvette)が破壊されました。 次のチームを守るために援護部隊を使って下さい。 我々にはこれらの記録が必要です。
// 60414	Salvage Team docked safely.  Downloading Mission Data Recording.  Replaying last entry:
60414	サルベージチームは無事に格納庫へと戻りました。 ミッションデータレコーダーからダウンロードします。 最後の記録を再生します。
// 60415	What do you mean you detect a Hyperspace entry? The Mothership isn't due for...  - Sir, I have multiple contacts on closing vectors. Unknown profiles... No recognition codes... Uhh, they're not ours.  - Well if they're not ours, who the hell are they?  - Sir, they're coming in fast... Check... Incoming fire! We are under attack! They're getting through! Breaches across all decks! Hull integrity failing!  - Khar-Selim to Mothership.  If you are receiving, abort Hyperdrive test.  Repeat, abort Hyperdrive test!
60415	貴官が検出したハイパースペース信号は何を意味している？マザーシップはまだ到着する予定ではないが……。 ――サー、特定周波数上で多数の交信を傍受しました。未知のプロファイル……非認証コード……まさか、それらは我々のものではありません！ ――もしそれらが確実に我々のものでないとしたら、一体誰のものだというのか？ ――サー、それらが間近に迫っています……確認を……砲火が来ます！我々は攻撃を受けています！彼らにやられた！全デッキに亀裂が発生！船体強度が低下！ ――カー・セリムからマザーシップへ！ もしこれを受信しているならハイパードライブテストを中止せよ。 繰り返す、ハイパードライブテストを中止せよ！
// 60416	We are detecting enemy units advancing on our position.  Organize a defensive force to protect the Mothership.
