filerange 60687 60842
rangestart 60687 60842

// Subtitles
// 60689	Hyperspace successful.  We are at the edge of the Homeworld system.
60689	ハイパースペースは成功しました。 私達は故郷(Homeworld)の星系の端にいます。
// 60690	Elson's information was correct.  This is the field generator.  We must destroy it.
60690	エルソンの情報は正確でした。 これがフィールドジェネレーターです。 我々はそれを破壊しなければなりません。
// 60691	Research Division reports it is now equipped for Heavy Guns technology.  We advise commencing research immediately.
60691	研究部門はヘヴィガン(HeavyGuns)テクノロジーに対する準備が整っていると報告しています。 我々はすぐに研究を開始するよう進言します。
// 60692	Research Division reports advancements in sensor fidelity which would allow us to determine the location of enemy ships.  We advise commencing research immediately.
60692	研究部門は敵艦の位置決定を行うセンサーの忠実度を向上させることができると報告しています。 我々はすぐに研究を開始するよう進言します。
// 60693	The enemy has activated several standing hyperspace gates.  Destroy the gates to prevent enemy reinforcement.
60693	敵は常設のハイパースペースゲートのいくつかを作動させています。 敵の増援を止めるためにゲートを破壊してください。
// 60694	The field surrounding the Homeworld system has been shut down.  Hyperdrive on-line.
60694	故郷の星系を囲んでいるフィールドは停止しました。 ハイパードライブはオンライン。
// 60695	Take us home.
60695	Take us home.
// 60696	Taiidan Empire
60696	タイダーン帝国
// 60841	Captain Elson's intel has proven correct.  We have found the hyperspace inhibitor field generator cutting off access to Hiigara.  Destroy it.
60841	エルソン艦長の情報の正しさが証明されました。 我々はヒガーラへの接近を阻止するハイパースペース妨害フィールドジェネレーターを見つけました。 これを破壊してください。
// 60842	The enemy is reinforcing their positions using several hyperspace gates.  Destroy the gates to cut off enemy reinforcements.
60842	敵は、いくつかのハイパースペースゲートを用いて、それらの場所を増強しています。  ゲートを破壊して、敵の増援を遮断してください。
// 60687	Field Generator
60687	フィールドジェネレーター
// 60688	Hyperspace Gate
60688	ハイパースペースゲート

rangeend
